 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min
80,1,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0,0,0,64,0,2000000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0
80,99041606,5,8,379,11595,367,0,75.8,162.8133901,4344,0,1449.375,1729.380148,120.8986858,0.131257968,8253467.167,28500000.0,98900000,5,98900000,24700000.0,49400000.0,98900000,5,99000000,14100000.0,37400000.0,98900000,15,0,0,0,0,144,264,0.050483834,0.080774134,0,4344,855.7142857,1457.715094,2124933.297,1,0,0,0,0,0,0,0,1,921.5384615,75.8,1449.375,144,0,0,0,0,0,0,5,379,8,11595,0,235,2,20,13991.0,0.0,13991,13991,98900000.0,0.0,98900000,98900000
80,4,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,0,0,0,0,64,0,500000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0
1044,91,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,65934.06593,21978.02198,91.0,0.0,91,91,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,10989.01099,10989.01099,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0
80,42748,2,6,20,11607,20,0,10.0,14.14213562,4380,0,1934.5,2177.344966,271989.3328,187.1432582,6106.857143,15680.24661,41662,15,777,777.0,0.0,777,777,42684,8536.8,18520.02206,41662,15,0,0,0,0,52,132,46.78581454,140.3574436,0,4380,1291.888889,1972.862923,3892188.111,0,0,0,1,0,0,0,0,3,1453.375,10.0,1934.5,52,0,0,0,0,0,0,2,20,6,11607,8192,229,1,20,0.0,0.0,0,0,0.0,0.0,0,0
80,98611547,9,7,370,11595,370,0,41.11111111,123.3333333,5792,0,1656.428571,2118.227235,121.3346749,0.162252804,6574103.133,25400000.0,98500000,3,98500000,12300000.0,34800000.0,98500000,3,140689,23448.16667,53383.33546,132227,46,0,0,0,0,296,232,0.091267202,0.070985602,0,5792,703.8235294,1537.921903,2365203.779,0,0,0,0,1,0,0,0,0,747.8125,41.11111111,1656.428571,296,0,0,0,0,0,0,9,370,7,11595,251,235,1,32,1693.0,0.0,1693,1693,98500000.0,0.0,98500000,98500000
80,98277993,7,7,356,11595,350,0,50.85714286,131.9285521,5792,0,1656.428571,2118.227235,121.6040299,0.142453052,7559845.615,27300000.0,98300000,1,98300000,16400000.0,40100000.0,98300000,1,9718,1619.666667,3550.517972,8863,46,0,0,0,0,220,232,0.071226526,0.071226526,0,5792,796.7333333,1619.708636,2623456.067,0,0,0,0,1,0,0,0,1,853.6428571,50.85714286,1656.428571,220,0,0,0,0,0,0,7,356,7,11595,274,235,2,20,992.0,0.0,992,992,98300000.0,0.0,98300000,98300000
6002,54,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,111111.1111,37037.03704,54.0,0.0,54,54,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,18518.51852,18518.51852,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0
80,8737557,8,6,56,11601,20,0,7.0,5.656854249,4380,0,1933.5,1757.789948,1334.125775,1.602278532,672119.7692,2240573.906,8109035,3,8722008,1246001.143,3034438.028,8109035,3,23466,4693.2,6690.618559,15002,75,0,0,0,0,172,132,0.915587732,0.686690799,0,4380,777.5333333,1434.571657,2057995.838,0,0,0,0,1,0,0,0,0,833.0714286,7.0,1933.5,172,0,0,0,0,0,0,8,56,6,11601,256,229,6,20,605008.0,0.0,605008,605008,8109035.0,0.0,8109035,8109035
22,14023606,21,32,2008,2745,640,0,95.61904762,140.0451628,976,0,85.78125,220.240592,338.9285181,3.779341776,269684.7308,728812.057,2524197,3,11900000,594310.7,1044487.018,2596324,333,14000000,452370.2258,904257.2646,2524197,3,0,0,0,0,680,1032,1.497475043,2.281866732,0,976,88.01851852,189.5902723,35944.47135,0,0,0,1,0,0,0,0,1,89.67924528,95.61904762,85.78125,680,0,0,0,0,0,0,21,2008,32,2745,29200,247,16,32,0.0,0.0,0,0,0.0,0.0,0,0
8800,54,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,148148.1481,37037.03704,54.0,0.0,54,54,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,18518.51852,18518.51852,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0
80,98824735,8,6,390,11595,378,0,48.75,133.0646996,7240,0,1932.5,2845.835677,121.2753062,0.141664938,7601902.692,27400000.0,98800000,1,98800000,14100000.0,37300000.0,98800000,1,25488,5097.6,11127.0454,25002,49,0,0,0,0,240,200,0.080951393,0.060713545,0,7240,799.0,1954.266066,3819155.857,0,0,0,0,1,0,0,0,0,856.0714286,48.75,1932.5,240,0,0,0,0,0,0,8,390,6,11595,251,235,3,20,995.0,0.0,995,995,98800000.0,0.0,98800000,98800000
8652,74,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,81081.08108,27027.02703,74.0,0.0,74,74,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,13513.51351,13513.51351,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0
80,1,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0,0,0,64,0,2000000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,274,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0
80,1050,6,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,5714.285714,210.0,151.2729321,446,75,1050,210.0,151.2729321,446,75,0,0.0,0.0,0,0,0,0,0,0,192,0,5714.285714,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,192,0,0,0,0,0,0,6,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0
80,49220,3,6,26,11601,20,0,8.666666667,10.26320288,5840,0,1933.5,2189.772933,236225.1117,182.852499,6152.5,13987.91664,39893,5,9014,4507.0,6366.789458,9009,5,49209,9841.8,17243.15669,39893,14,0,0,0,0,72,132,60.95083299,121.901666,0,5840,1162.7,1911.59573,3654198.233,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0
80,1121679,3,5,26,11607,20,0,8.666666667,10.26320288,7215,0,2321.4,3327.769794,10371.05981,7.132165263,160239.8571,423566.8151,1120799,4,648,324.0,377.5950212,591,57,1121664,280416.0,560255.4129,1120799,4,0,0,0,0,72,112,2.674561974,4.457603289,0,7215,1292.555556,2650.585648,7025604.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0
80,80158706,9,5,62,11607,20,0,6.888888889,5.30199124,5840,0,2321.4,3173.373883,145.5737072,0.174653518,6166054.308,19400000.0,69900000,1,80100000,10000000.0,24500000.0,69900000,1,59118,14779.5,28778.75455,57943,5,0,0,0,0,192,112,0.112277262,0.062376256,0,5840,778.3333333,2037.844508,4152810.238,0,0,0,0,1,0,0,0,0,833.9285714,6.888888889,2321.4,192,0,0,0,0,0,0,9,62,5,11607,256,229,7,20,1023.0,0.0,1023,1023,40000000.0,42200000.0,69900000,10200000
80,98169902,6,5,331,11595,331,0,55.16666667,135.1301841,8688,0,2319.0,3774.237539,121.4832628,0.112050636,9816990.2,31000000.0,98100000,1,98100000,19600000.0,43900000.0,98100000,1,43615,10903.75,14737.11639,31362,83,0,0,0,0,200,168,0.061118529,0.050932107,0,8688,993.8333333,2560.63532,6556853.242,0,0,0,0,1,0,0,0,0,1084.181818,55.16666667,2319.0,200,0,0,0,0,0,0,6,331,5,11595,251,235,1,32,2.0,0.0,2,2,98100000.0,0.0,98100000,98100000
2033,44,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,181818.1818,45454.54545,44.0,0.0,44,44,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,22727.27273,22727.27273,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0
80,124187,3,5,26,11607,20,0,8.666666667,10.26320288,5840,0,2321.4,3173.373883,93673.25082,64.41898105,17741.0,46596.38578,123411,15,587,293.5,347.1894296,539,48,124134,31033.5,61585.40939,123411,20,0,0,0,0,72,112,24.15711789,40.26186316,0,5840,1292.555556,2554.159212,6523729.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0
2099,27,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,222222.2222,74074.07407,27.0,0.0,27,27,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,37037.03704,37037.03704,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0
5190,43,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,186046.5116,46511.62791,43.0,0.0,43,43,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,23255.81395,23255.81395,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0
80,3,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,64,0,666666.6667,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0
1053,35,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,171428.5714,57142.85714,35.0,0.0,35,35,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,28571.42857,28571.42857,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0
80,4,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,0,0,0,0,64,0,500000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,274,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0
80,68884048,8,5,354,11595,354,0,44.25,125.1579003,5803,0,2319.0,3175.423909,173.4654154,0.188722939,5740337.333,19800000.0,68700000,1,68700000,9817452.0,26000000.0,68700000,1,163314,40828.5,80530.40296,161620,3,0,0,0,0,264,168,0.116137193,0.072585746,0,5803,853.5,2096.680848,4396070.577,0,0,0,0,1,0,0,0,0,919.1538462,44.25,2319.0,264,0,0,0,0,0,0,8,354,5,11595,274,235,1,32,1029.0,0.0,1029,1029,68700000.0,0.0,68700000,68700000
80,4636793,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,5.175991251,0.862665208,1545597.667,2676495.1,4636148,318,4636793,1545597.667,2676495.1,4636148,318,0,0.0,0.0,0,0,0,0,0,0,80,0,0.862665208,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0
80,117068321,9,5,333,11595,321,0,37.0,106.5316854,7240,0,2319.0,3331.638186,101.8892207,0.119588287,9005255.462,27900000.0,101000000,4,117000000,14600000.0,35300000.0,101000000,4,192541,48135.25,87065.15051,178367,78,0,0,0,0,280,168,0.076878185,0.042710103,0,7240,795.2,2102.821649,4421858.886,0,0,0,0,1,0,0,0,0,852.0,37.0,2319.0,280,0,0,0,0,0,0,9,333,5,11595,251,235,3,20,2001.0,0.0,2001,2001,58400000.0,60000000.0,101000000,16000000
80,98364070,8,6,336,11595,330,0,42.0,116.388512,5792,0,1932.5,2537.820147,121.2942897,0.142328393,7566466.923,27300000.0,98400000,1,98400000,14100000.0,37200000.0,98400000,1,3797,759.4,1241.941746,2958,47,0,0,0,0,252,200,0.08133051,0.060997883,0,5792,795.4,1797.399145,3230643.686,0,0,0,0,1,0,0,0,0,852.2142857,42.0,1932.5,252,0,0,0,0,0,0,8,336,6,11595,251,235,2,20,1020.0,0.0,1020,1020,98400000.0,0.0,98400000,98400000
161,25,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,240000.0,80000.0,25.0,0.0,25,25,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,40000.0,40000.0,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0
80,3,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,64,0,666666.6667,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,274,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0
5269,71,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,112676.0563,28169.01408,71.0,0.0,71,71,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,14084.50704,14084.50704,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0
21,8784101,9,15,110,188,26,0,12.22222222,10.05954494,34,0,12.53333333,14.54975045,33.92492869,2.732209022,381917.4348,990445.6942,3100549,3,5897925,737240.625,1362777.7,3143429,3,8783959,627425.6429,1222397.128,3100549,3,0,0,0,0,296,488,1.024578383,1.707630639,0,34,11.92,12.78319209,163.41,0,0,0,1,0,0,0,0,1,12.41666667,12.22222222,12.53333333,296,0,0,0,0,0,0,9,110,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0
80,100799854,8,7,1098,11595,366,0,137.25,189.422996,5792,0,1656.428571,2118.227235,125.9228014,0.148809739,7199989.571,26800000.0,100000000,1,101000000,14400000.0,37900000.0,100000000,1,562566,93761.0,172256.4736,427907,49,0,0,0,0,264,232,0.079365194,0.069444545,0,5792,793.3125,1559.058721,2430664.096,0,0,0,0,1,0,0,0,0,846.2,137.25,1656.428571,264,0,0,0,0,0,0,8,1098,7,11595,251,235,3,32,6.0,0.0,6,6,100000000.0,0.0,100000000,100000000
80,83636,3,5,368,11595,368,0,122.6666667,212.4648991,5792,0,2319.0,2423.629716,143036.4915,95.65258979,11948.0,26931.75909,72328,5,11016,5508.0,7782.417234,11011,5,83571,20892.75,34670.61253,72328,60,0,0,0,0,104,168,35.86972117,59.78286862,0,5792,1329.222222,2080.224374,4327333.444,0,0,0,1,0,0,0,0,1,1495.375,122.6666667,2319.0,104,0,0,0,0,0,0,3,368,5,11595,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0
80,83126151,5,7,334,11595,322,0,66.8,142.6926768,4344,0,1656.428571,1760.597234,143.5047799,0.144358903,7556922.818,25000000.0,83000000,5,83000000,20700000.0,41500000.0,83000000,5,83100000,13900000.0,33900000.0,83000000,16,0,0,0,0,144,232,0.060149543,0.08420936,0,4344,918.0769231,1498.639631,2245920.744,1,0,0,0,0,0,0,0,1,994.5833333,66.8,1656.428571,144,0,0,0,0,0,0,5,334,7,11595,0,235,2,20,14000.0,0.0,14000,14000,83000000.0,0.0,83000000,83000000
80,1,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0,0,0,64,0,2000000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,274,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0
80,4,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,0,0,0,0,64,0,500000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,274,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0
80,151444,3,6,324,11595,324,0,108.0,187.0614872,5792,0,1932.5,2181.008184,78702.35863,59.42790735,18930.5,44035.27411,127090,19,23964,11982.0,1443.912047,13003,10961,151425,30285.0,55100.28577,127090,46,0,0,0,0,104,200,19.80930245,39.6186049,0,5792,1191.9,1888.269075,3565560.1,0,0,0,1,0,0,0,0,2,1324.333333,108.0,1932.5,104,0,0,0,0,0,0,3,324,6,11595,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0
21,4,2,0,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,3500000.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,1,0,0,0,64,0,500000.0,0.0,0,14,9.333333333,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,14.0,7.0,0.0,64,0,0,0,0,0,0,2,14,0,0,229,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0
80,86908925,8,6,418,11595,412,0,52.25,145.3761132,4344,0,1932.5,1754.831473,138.2251593,0.161088174,6685301.923,24000000.0,86700000,1,86700000,12400000.0,32800000.0,86700000,1,211312,42262.4,84265.42536,192306,15,0,0,0,0,252,200,0.092050385,0.069037789,0,4344,800.8666667,1423.112126,2025248.124,0,0,0,0,1,0,0,0,0,858.0714286,52.25,1932.5,252,0,0,0,0,0,0,8,418,6,11595,251,235,2,20,1011.0,0.0,1011,1011,86700000.0,0.0,86700000,86700000
